year,country,industry,action,asset,data_type,data_stolen
2017,US,611110,['misuse'],S - Database,['Personal'],Unknown
2017,US,624,['misuse'],S - Database,['Medical'],Yes
2023,US,522110,"['hacking', 'malware']",S - File,['Personal'],Yes
2010,US,621498,['physical'],U - Laptop,['Medical'],Potentially
2013,US,921130,['hacking'],S - Web application,"['Bank', 'Personal']",Yes
2015,GB,522320,['physical'],T - ATM,['Payment'],Yes
2013,IN,511110,['hacking'],S - Web application,"['Credentials', 'System']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,GB,922120,['misuse'],S - Database,['Personal'],Yes
2012,US,923140,['error'],S - Web application,['Unknown'],Yes
2014,US,923140,['error'],M - Disk media,['Unknown'],Yes
2017,IN,519130,['hacking'],S - Web application,['Credentials'],Yes
2015,US,622110,"['hacking', 'social']",S - Mail,['Medical'],Yes
2018,IN,522110,['physical'],T - ATM,['Bank'],Yes
2014,US,000,['hacking'],S - DNS,[],
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2019,US,541511,['error'],S - Database,"['Personal', 'Internal']",Yes
2012,US,488510,['physical'],M - Documents,['Unknown'],Potentially
2013,Unknown,622110,['misuse'],Unknown,['Personal'],Yes
2018,CH,523130,['unknown'],M - Flash drive,"['Digital certificate', 'Virtual currency']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2019,US,518210,['malware'],S - Unknown,[],
2018,AU,622110,['error'],U - Desktop,['Personal'],Yes
2017,US,923140,['physical'],M - Flash drive,['Medical'],Potentially
2018,AU,541,['misuse'],S - Database,['Medical'],Yes
2015,GB,523110,"['hacking', 'physical']",S - Unknown,"['Personal', 'Internal']",Yes
2013,AR,928110,['hacking'],S - Web application,[],
2013,US,621,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2016,IE,92,['misuse'],S - Database,['Personal'],Yes
2013,US,923120,['misuse'],M - Documents,"['Personal', 'Medical']",Yes
2014,US,62111,['error'],U - Desktop,['Personal'],Yes
2016,CA,921110,['error'],S - Mail,['Personal'],Yes
2012,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2010,US,9231,['error'],M - Flash drive,['Medical'],Potentially
2013,JM,9211,['misuse'],Unknown,['Unknown'],Yes
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2019,US,524114,"['hacking', 'social']",S - Mail,"['Medical', 'Credentials']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,622110,['error'],S - Mail,"['Personal', 'Medical']",Yes
2012,US,921,['error'],S - Web application,['Personal'],Yes
2014,US,622,['physical'],U - Laptop,['Personal'],Potentially
2023,US,5112,"['hacking', 'malware']",S - File,['Personal'],Yes
2009,US,92212,['misuse'],Unknown,['Classified'],Yes
2013,IN,522110,['hacking'],S - Web application,[],
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2019,US,621111,['malware'],S - Unknown,['Medical'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2014,US,923120,['physical'],U - Laptop,['Medical'],Potentially
2019,US,518210,['hacking'],S - Unknown,['Personal'],Yes
2017,US,485,"['misuse', 'physical']",Unknown,['Personal'],Yes
2016,US,522110,"['misuse', 'social']",S - Database,['Bank'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2016,US,721110,['malware'],S - POS controller,['Payment'],Yes
2025,US,492110,['hacking'],S - Web application,['Unknown'],Yes
2015,US,622110,['error'],M - Documents,['Medical'],Yes
2019,US,447190,['physical'],T - Gas terminal,['Payment'],Yes
2016,GB,524113,['misuse'],S - Database,['Medical'],Yes
2015,DE,236210,"['malware', 'social']",S - ICS,"['Internal', 'System']",Potentially
2015,US,541711,['error'],S - Database,['Personal'],Yes
2013,AM,928110,['hacking'],S - Web application,['Internal'],Potentially
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,541910,['error'],U - Desktop,['Personal'],Yes
2012,US,334290,['physical'],U - Unknown,['Personal'],Potentially
2016,US,611310,['error'],S - Database,['Personal'],Yes
2013,US,713110,['physical'],T - ATM,['Payment'],Yes
2015,CA,923120,['physical'],M - Documents,['Medical'],Yes
2016,CA,813990,"['hacking', 'social']",U - Unknown,"['Medical', 'Personal', 'Secrets']",Yes
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2010,US,621511,['physical'],M - Disk drive,['Medical'],Potentially
2019,JP,514511,['error'],S - Database,['Personal'],Yes
2012,US,721110,['malware'],Unknown,['Payment'],Yes
2012,US,621210,['misuse'],M - Flash drive,['Medical'],Potentially
2016,NZ,6221,['hacking'],S - Web application,['Medical'],Yes
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2020,NP,492210,['hacking'],S - Web application,['Personal'],Yes
2013,US,519130,['hacking'],S - Web application,['Credentials'],Potentially
2017,US,624110,"['hacking', 'misuse', 'physical']",M - Documents,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,621111,['error'],S - File,"['Medical', 'Personal']",Yes
2015,US,000,['physical'],U - Desktop,['Personal'],Potentially
2017,IE,488510,['error'],M - Documents,['Bank'],Potentially
2011,US,923140,['error'],M - Documents,['Unknown'],Yes
2017,US,62,['misuse'],S - Database,['Medical'],Yes
2017,US,611110,['malware'],S - Database,['Unknown'],Potentially
2014,PR,62111,['physical'],U - Desktop,['Medical'],Potentially
2012,US,561990,['physical'],M - Documents,['Personal'],Yes
2012,US,622110,"['misuse', 'social']",S - Database,['Personal'],Yes
2020,CZ,622110,['malware'],S - Unknown,['Medical'],Potentially
2013,CA,622110,['misuse'],S - Unknown,['Medical'],Yes
2019,US,511,['error'],S - Database,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2014,US,621999,['misuse'],S - Database,"['Medical', 'Personal']",Yes
2016,US,623311,['misuse'],M - Documents,"['Bank', 'Personal']",Yes
2011,US,622110,['error'],U - Desktop,['Medical'],Yes
2016,US,621111,['unknown'],Unknown,['Personal'],Yes
2013,TR,000,['hacking'],S - Web application,['Personal'],Potentially
2013,US,922120,['misuse'],S - Web application,[],
2014,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,RO,518210,['hacking'],S - VM host,['Internal'],Yes
2014,US,621111,['hacking'],S - Unknown,['Medical'],Yes
2011,US,923140,['error'],M - Documents,['Unknown'],Yes
2011,US,622110,['misuse'],P - Customer,['Personal'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2019,ES,921110,['malware'],S - Unknown,[],
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2021,US,621310,['malware'],S - Database,"['Personal', 'Medical']",Yes
2016,Unknown,541219,['physical'],U - Laptop,['Personal'],Potentially
2010,US,622110,['error'],M - Flash drive,['Medical'],Potentially
2013,Unknown,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2025,US,541213,['hacking'],S - Web application,['Unknown'],Yes
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2011,US,923140,['misuse'],S - Database,['Unknown'],Yes
2017,US,517312,"['error', 'hacking']",S - Web application,['Personal'],Yes
2018,US,511210,['hacking'],S - Unknown,[],
2012,US,511210,['hacking'],S - Web application,['Credentials'],Yes
2006,Unknown,000,['hacking'],S - Web application,['Unknown'],Yes
2012,US,921120,['error'],M - Documents,['Personal'],Yes
2017,AU,622110,['physical'],U - Laptop,['Medical'],Potentially
2010,US,446110,['error'],M - Disk drive,"['Personal', 'Medical']",Potentially
2023,US,524114,"['hacking', 'malware']",S - File,['Personal'],Yes
2014,US,525120,['error'],M - Documents,['Medical'],Yes
2010,US,622110,['physical'],U - Desktop,['Medical'],Potentially
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,236117,['error'],M - Documents,['Personal'],Yes
2016,US,928110,['misuse'],M - Documents,['Personal'],Yes
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2019,US,622110,['malware'],S - Unknown,['Medical'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,RU,519130,['misuse'],S - Code repository,['Secrets'],Potentially
2014,US,524114,['misuse'],Unknown,['Personal'],Yes
2012,US,62151,['misuse'],S - File,['Personal'],Yes
2012,US,923140,['error'],M - Disk media,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2019,US,711320,['misuse'],M - Payment card,['Payment'],Yes
2020,US,518210,"['hacking', 'malware']",S - Unknown,"['Internal', 'Personal']",Yes
2012,KR,561450,['misuse'],U - Desktop,"['Payment', 'Personal']",Yes
2016,AU,561320,"['error', 'misuse', 'physical']",M - Documents,['Personal'],Potentially
2010,US,611310,"['hacking', 'physical']",S - Unknown,[],
2011,GB,813,['physical'],M - Flash drive,['Personal'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,447110,['physical'],T - ATM,[],
2013,US,622110,['physical'],U - Laptop,['Medical'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2010,US,923140,['error'],Unknown,['Unknown'],Yes
2016,US,621340,['hacking'],S - Web application,['Personal'],Yes
2019,US,623220,['error'],S - Database,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,GB,481111,['misuse'],S - Database,['Personal'],Yes
2012,US,522320,['hacking'],S - Web application,"['Credentials', 'Bank']",Yes
2015,US,622110,['misuse'],S - Database,['Medical'],Yes
2012,CA,622110,"['misuse', 'social']",P - Customer,['Medical'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2020,NZ,812930,['physical'],T - Kiosk,['Payment'],Yes
2013,US,524114,['error'],M - Documents,['Personal'],Yes
2016,US,811213,['misuse'],U - Mobile phone,['Other'],Yes
2016,JP,524210,['misuse'],S - Database,"['Bank', 'Personal']",Yes
2012,US,51919,['hacking'],S - Web application,"['Credentials', 'Payment']",Yes
2017,US,524114,['error'],M - Documents,['Medical'],Yes
2016,PL,92,['hacking'],S - Database,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2014,US,523120,['malware'],S - File,['Unknown'],Yes
2019,GB,221,['social'],P - Finance,['Bank'],Potentially
2012,US,92114,['misuse'],S - Database,['Personal'],Yes
2013,NZ,622,['error'],M - Documents,['Medical'],Yes
2012,TM,92,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2015,IE,921110,['misuse'],S - Database,['Personal'],Yes
2012,US,921190,['hacking'],Unknown,['Personal'],Potentially
2013,Unknown,511210,['hacking'],S - Web application,['Other'],Yes
2014,US,624410,['misuse'],S - Database,['Personal'],Yes
2021,US,541511,"['malware', 'unknown']",S - Database,['Medical'],Yes
2011,US,621112,['hacking'],S - Unknown,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,238310,['physical'],U - Laptop,['Personal'],Potentially
2014,GB,621999,['error'],U - Desktop,['Medical'],Yes
2017,US,611310,['social'],P - Finance,['Personal'],Potentially
2016,GB,624110,['hacking'],S - Web application,['Personal'],Yes
2014,AR,000,['error'],Unknown,[],
2011,US,923140,['error'],S - Mail,['Unknown'],Yes
2013,US,522110,['error'],U - Desktop,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,US,624190,"['hacking', 'social']",P - Unknown,['Medical'],Yes
2016,US,447110,['physical'],M - Payment card,"['Payment', 'Personal']",Yes
2014,GB,522110,['physical'],T - ATM,['Payment'],Yes
2016,US,622110,['malware'],S - Database,['Medical'],Potentially
2002,IE,922120,['physical'],Unknown,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,521110,['hacking'],S - Web application,['Personal'],Yes
2015,US,923120,['physical'],M - Documents,['Medical'],Yes
2012,CA,522110,['misuse'],S - Database,['Personal'],Yes
2013,US,621111,"['error', 'malware']",U - Desktop,['Personal'],Potentially
2012,TM,221113,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2010,US,511110,['misuse'],S - Web application,['Credentials'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2018,US,447,['physical'],T - Gas terminal,['Payment'],Potentially
2023,US,522110,"['hacking', 'malware']",S - File,['Personal'],Yes
2010,US,622110,['misuse'],Unknown,['Personal'],Yes
2018,US,447110,['physical'],T - ATM,['Payment'],Yes
2012,US,92113,['error'],S - File,['Personal'],Yes
2011,US,621210,['physical'],U - Desktop,['Medical'],Potentially
2013,GB,522110,['physical'],T - ATM,['Payment'],Potentially
2016,US,721110,['malware'],U - POS terminal,['Payment'],Yes
2013,Unknown,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,923110,['error'],S - Web application,['Personal'],Yes
2014,Unknown,000,['error'],Unknown,['Personal'],Yes
2018,US,611519,['hacking'],S - Mail,"['Credentials', 'Medical', 'Personal']",Yes
2013,IL,519130,['hacking'],S - Web application,['Unknown'],No
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2018,IT,518210,['hacking'],S - Web application,"['Personal', 'Credentials']",Yes
2014,US,445110,['unknown'],S - Database,['Medical'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2011,US,923140,['error'],S - Database,['Unknown'],Yes
2013,AE,624410,['hacking'],S - Web application,[],
2025,US,3391,['hacking'],S - Mail,"['Personal', 'Medical', 'Credentials']",Yes
2023,US,923110,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,622210,['physical'],M - Documents,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,AU,621112,['error'],U - Desktop,['Personal'],Yes
2014,US,524210,"['misuse', 'social']",P - End-user or employee,['Personal'],Yes
2012,US,541511,"['hacking', 'malware']",S - Unknown,['System'],Yes
2012,US,51,['hacking'],Unknown,"['Personal', 'Internal']",Yes
2013,GB,621112,['hacking'],S - Web application,['Medical'],Yes
2014,US,923140,['error'],M - Documents,['Unknown'],Yes
2012,US,522110,['physical'],T - ATM,['Payment'],Yes
2023,US,522291,"['hacking', 'malware']",S - File,['Personal'],Yes
2006,US,51913,"['error', 'misuse']",S - Database,['Personal'],Yes
2021,US,531311,['hacking'],S - Unknown,['Personal'],Potentially
2013,RU,454,['hacking'],S - Database,['Credentials'],Yes
2017,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2013,US,622110,"['misuse', 'physical']",M - Documents,"['Medical', 'Personal']",Yes
2016,US,452111,['error'],M - Documents,['Personal'],Yes
2015,US,921190,['error'],S - Web application,['Personal'],Potentially
2013,US,611110,['hacking'],S - Web application,['Credentials'],Yes
2013,US,921130,['error'],M - Disk media,['Personal'],Yes
2020,JP,441110,['error'],S - Database,['Personal'],Yes
2014,US,493190,['physical'],M - Unknown,['Medical'],Yes
2017,US,622110,['physical'],U - Laptop,['Personal'],Potentially
2015,US,52411,['error'],M - Disk drive,['Medical'],Potentially
2012,US,92312,['physical'],M - Disk drive,"['Medical', 'Personal']",Potentially
2017,US,511210,['hacking'],S - Web application,['Credentials'],Yes
2014,US,522110,['physical'],T - ATM,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,923120,['misuse'],U - Laptop,['Medical'],Yes
2012,CA,511210,"['malware', 'social']",U - Desktop,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,US,921,['hacking'],S - Web application,['Personal'],Yes
2012,IN,51913,['hacking'],S - Web application,['Credentials'],Yes
2015,US,611110,"['misuse', 'social']",S - Database,['Personal'],Yes
2011,CN,519130,['hacking'],S - Web application,['Credentials'],Yes
2012,US,561450,['misuse'],S - Web application,['Personal'],Yes
2013,US,722511,['misuse'],M - Payment card,['Payment'],Yes
2012,US,923140,['error'],M - Disk media,['Unknown'],Yes
2014,US,621491,['error'],M - Documents,['Personal'],Yes
2016,US,611310,"['hacking', 'malware', 'social']",S - Mail,"['Personal', 'Internal']",Yes
2014,US,446130,['hacking'],S - Web application,['Payment'],Yes
2013,US,448140,['physical'],U - POS terminal,['Payment'],Yes
2013,Unknown,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2016,US,921,['unknown'],S - Database,['Bank'],Yes
2011,US,541860,['misuse'],M - Documents,['Personal'],Yes
2017,UM,522110,['malware'],N - Other,[],
2017,US,517911,['hacking'],S - Database,['Personal'],Yes
2017,GB,922120,"['misuse', 'physical']",M - Flash drive,['Payment'],Yes
2018,US,483,"['hacking', 'malware']",S - Other,[],
2012,GB,813990,['hacking'],S - Database,['Unknown'],Potentially
2011,US,481111,['error'],N - Unknown,[],
2017,US,611,['social'],P - Human resources,['Personal'],No
2019,TH,722330,['hacking'],S - Database,['Internal'],Yes
2023,US,621330,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,GB,622110,['error'],M - Documents,['Personal'],Yes
2013,US,623311,['physical'],U - Laptop,['Personal'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,524210,['misuse'],S - Database,"['Credentials', 'Internal']",Yes
2015,US,622110,['misuse'],S - Database,['Medical'],Yes
2016,GB,523930,"['misuse', 'social']",S - Database,['Personal'],Yes
2009,US,445120,['physical'],T - Gas terminal,['Payment'],Yes
2014,BE,92,['hacking'],S - Web application,[],
2013,NZ,622110,['physical'],S - Database,['Medical'],Yes
2014,US,622110,"['error', 'hacking', 'malware']",U - Desktop,['Medical'],Potentially
2019,KR,922160,['misuse'],U - Telephone,['Personal'],Yes
2013,US,623110,['misuse'],S - Database,"['Medical', 'Personal']",Yes
2014,PK,000,['hacking'],S - Web application,['Other'],Unknown
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2013,CK,921110,['hacking'],S - Web application,['Unknown'],No
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2005,IL,921190,['misuse'],S - Database,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2013,US,92214,['physical'],U - Mobile phone,['Personal'],Yes
2013,US,6111,['error'],M - Documents,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,623110,"['misuse', 'physical']",M - Payment card,"['Payment', 'Personal']",Yes
2015,US,623110,['physical'],M - Payment card,['Payment'],Yes
2015,US,522110,['misuse'],S - Database,[],
2013,SY,221122,['hacking'],S - Web application,[],
2016,US,611130,['social'],P - Finance,['Personal'],Yes
2014,GB,721110,['malware'],S - POS controller,['Payment'],Yes
2012,US,923130,['error'],M - Documents,['Medical'],Potentially
2013,SY,921130,['hacking'],S - Web application,"['Internal', 'System']",Yes
2015,US,000,['physical'],T - PED pad,['Payment'],Yes
2015,AU,622110,['error'],M - Documents,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,US,621111,['physical'],M - Disk drive,['Medical'],Potentially
2013,US,000,['unknown'],S - Web application,[],
2015,US,922130,"['hacking', 'malware', 'social']",S - Unknown,[],
2017,US,921130,['misuse'],M - Documents,[],
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,522110,"['hacking', 'malware']",S - File,['Personal'],Yes
2010,US,923140,['error'],M - Disk media,['Unknown'],Yes
2014,GB,622110,['error'],M - Documents,['Medical'],Yes
2015,US,621610,['misuse'],M - Documents,"['Bank', 'Payment']",Yes
2018,IN,522210,['error'],S - Database,['Personal'],Yes
2012,US,622,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2016,US,541211,['hacking'],S - Database,"['Personal', 'Bank']",Yes
2013,US,000,['misuse'],Unknown,['Personal'],Yes
2020,US,92,"['malware', 'social']",S - Unknown,['Unknown'],Potentially
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2014,US,621610,['physical'],U - Laptop,['Medical'],Potentially
2014,US,511210,['hacking'],N - Public WAN,[],
2011,US,923140,['misuse'],S - Database,['Unknown'],Yes
2012,US,922120,['hacking'],S - Web application,['Internal'],Yes
2018,DE,541720,"['malware', 'unknown']",S - Unknown,[],
2014,US,611310,['hacking'],S - Web application,['Personal'],Yes
2012,US,622110,['physical'],U - Laptop,['Medical'],Potentially
2019,US,522110,['hacking'],S - Web application,['Payment'],Yes
2002,US,541,['hacking'],S - Web application,[],
2019,US,711211,['hacking'],S - Web application,['Payment'],Yes
2012,US,622110,['error'],P - Unknown,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,921120,['error'],U - Laptop,['Personal'],Potentially
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2010,US,923140,['error'],M - Flash drive,['Unknown'],Yes
2011,US,92811,['misuse'],S - Database,['Other'],Yes
2014,US,21,['social'],P - Finance,[],
2012,Unknown,000,['misuse'],Unknown,[],
2013,US,622110,['error'],S - File,['Personal'],Potentially
2025,NL,442110,['hacking'],S - Web application,['Unknown'],Yes
2012,BY,211,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2017,CA,711,['hacking'],Unknown,['Medical'],Yes
2021,IL,541614,['malware'],S - Unknown,['Internal'],Yes
2015,US,92,['misuse'],Unknown,['Secrets'],Yes
2016,US,622110,['physical'],T - ATM,['Bank'],Potentially
2013,US,621111,['misuse'],M - Documents,['Medical'],Yes
2014,RU,81,['hacking'],S - Web application,[],
2017,GB,522110,['physical'],T - ATM,['Payment'],Potentially
2014,CA,611210,"['malware', 'misuse']",U - Desktop,['Unknown'],Potentially
2016,CA,926120,['misuse'],S - Database,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,92,['error'],M - Documents,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2019,US,622110,['malware'],S - Database,['Medical'],Potentially
2009,US,621111,['hacking'],S - Unknown,['Credentials'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2014,Unknown,000,['error'],M - Documents,['Personal'],Yes
2016,US,622110,['error'],S - Mail,['Other'],Potentially
2015,US,5415,['error'],S - Web application,['Internal'],Yes
2016,ZA,722511,['misuse'],M - Payment card,['Payment'],Yes
2012,US,511210,['hacking'],Unknown,"['Credentials', 'Unknown']",Yes
2014,US,000,['physical'],U - Laptop,['Medical'],Potentially
2009,US,624190,['misuse'],M - Documents,['Medical'],Yes
2013,US,92312,['unknown'],S - Database,"['Personal', 'Medical']",Yes
2015,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2013,US,519130,['malware'],U - Laptop,['Unknown'],Yes
2013,IN,5171,['hacking'],S - Web application,[],
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,CA,923140,['misuse'],S - Database,"['Bank', 'Medical']",Yes
2016,US,622110,['error'],M - Documents,['Personal'],Yes
2013,US,621112,['misuse'],S - Database,['Medical'],Yes
2013,CA,62,['misuse'],S - Unknown,['Payment'],Yes
2016,AU,621991,['error'],S - Unknown,['Personal'],Potentially
2015,US,621111,['misuse'],S - Database,['Medical'],Yes
2012,DE,813940,['hacking'],S - Web application,['Personal'],Yes
2012,US,624190,['physical'],U - Desktop,"['Personal', 'Internal']",Potentially
2013,US,921,['misuse'],S - Database,['Medical'],Yes
2012,CA,922120,['misuse'],M - Documents,['Internal'],Yes
2013,US,621910,['physical'],U - Desktop,['Medical'],Potentially
2012,US,611310,['error'],S - File,['Personal'],Yes
2019,US,561110,"['hacking', 'social']",S - Mail,"['Credentials', 'Medical']",Yes
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2012,AU,518,['hacking'],S - Web application,['Payment'],Yes
2017,US,622110,['social'],P - End-user or employee,['Payment'],Potentially
2017,GB,621111,['malware'],U - Desktop,"['Medical', 'Personal']",Unknown
2015,VN,721110,['error'],S - Database,['Payment'],Potentially
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2015,US,524114,['error'],M - Documents,['Personal'],Yes
2015,US,621511,['misuse'],M - Documents,[],
2012,IT,51913,['hacking'],S - Database,['Credentials'],Yes
2014,FR,51721,['hacking'],S - Web application,['Credentials'],Yes
2013,Unknown,000,['unknown'],Unknown,"['Bank', 'Personal']",Yes
2015,CA,621110,['error'],M - Documents,['Medical'],Yes
2012,US,722513,['misuse'],S - Unknown,[],
2013,US,561710,['error'],M - Documents,['Personal'],Yes
2012,US,62,['error'],M - Flash drive,['Medical'],Potentially
2015,US,622110,['physical'],M - Flash drive,['Medical'],Potentially
2013,BE,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2016,US,722511,['physical'],M - Documents,['Bank'],Yes
2013,GB,485112,['physical'],T - Kiosk,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,621111,['error'],S - Print,['Medical'],Potentially
2014,GB,92,['error'],S - Web application,['Credentials'],Potentially
2011,US,923140,['misuse'],S - Database,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,KR,515120,"['hacking', 'malware', 'social']",U - Desktop,[],
2020,CA,611310,['error'],S - Web application,['Personal'],Yes
2013,KR,000,"['hacking', 'malware', 'social']",P - Unknown,"['System', 'Credentials', 'Internal', 'Secrets']",Yes
2013,CA,813990,['hacking'],S - Web application,[],
2020,US,92312,['error'],S - Web application,"['Medical', 'Personal']",Yes
2019,US,621111,['hacking'],S - Database,['Personal'],Yes
2015,CN,423920,['hacking'],S - Web application,"['Personal', 'Other']",Yes
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2011,US,923140,['misuse'],S - Database,['Unknown'],Yes
2013,GB,519130,['hacking'],S - Mail,[],
2019,US,518210,['error'],S - Other,['Medical'],Yes
2013,PL,921,['hacking'],Unknown,"['Personal', 'Internal']",Yes
2012,US,611310,['physical'],U - Laptop,['Personal'],Potentially
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,GB,524128,['misuse'],S - Database,"['Personal', 'Internal']",Yes
2023,US,522291,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,923140,['error'],M - Disk media,['Unknown'],Yes
2014,NO,211111,"['hacking', 'social']",Unknown,['Unknown'],Potentially
2016,US,622110,['error'],Other,['Medical'],Yes
2013,SY,541712,['hacking'],S - Database,"['Credentials', 'Internal', 'System']",Yes
2013,US,491110,['physical'],M - Documents,['Payment'],Yes
2016,HK,612110,['physical'],U - Laptop,['Personal'],Potentially
2012,US,611310,['hacking'],S - Web application,['Personal'],Yes
2014,US,622110,['physical'],M - Documents,['Medical'],Yes
2013,US,624190,['physical'],U - Laptop,['Medical'],Potentially
2013,GB,522110,['hacking'],S - Web application,[],
2015,US,522130,['error'],S - File,['Personal'],Yes
2012,US,51913,['hacking'],S - Web application,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2025,NL,3361,['hacking'],S - Web application,['Unknown'],Yes
2023,US,812921,"['hacking', 'malware']",S - File,['Personal'],Yes
