year,country,industry,action,asset,data_type,data_stolen
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,611310,['error'],U - Desktop,['Personal'],Yes
2019,IN,517210,['error'],S - Web application,['Personal'],Yes
2012,IN,928120,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2013,CA,518210,['environmental'],S - Unknown,[],
2019,SG,92,['error'],S - Mail,['Personal'],Yes
2012,BE,482,['error'],S - Database,['Personal'],Yes
2015,US,621610,"['misuse', 'physical']",Unknown,['Personal'],Yes
2015,GB,621491,['misuse'],S - Database,"['Medical', 'Personal']",Yes
2023,US,522291,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,611210,['hacking'],S - Database,['Credentials'],Yes
2012,US,812331,['hacking'],S - Web application,['Payment'],Yes
2012,US,622110,['unknown'],Unknown,['Medical'],Potentially
2013,US,000,['misuse'],M - Payment card,['Payment'],Yes
2019,US,448140,['malware'],S - Unknown,['Unknown'],Potentially
2013,US,622110,['misuse'],S - Database,['Medical'],Yes
2021,IN,511210,"['hacking', 'malware']",S - Unknown,['Unknown'],Potentially
2016,KE,928120,['hacking'],S - File,['Internal'],Yes
2011,US,621910,['physical'],M - Documents,['Medical'],Potentially
2015,US,621610,['hacking'],S - Unknown,['Medical'],Yes
2019,TW,622110,['malware'],S - Unknown,['Unknown'],Potentially
2017,GB,62,['error'],M - Documents,['Personal'],Yes
2017,US,522110,['physical'],T - ATM,['Bank'],Unknown
2011,GB,923120,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,922140,['error'],S - Web application,['Personal'],Yes
2013,CA,622,['error'],Unknown,['Medical'],Potentially
2016,CA,611310,['physical'],M - Disk drive,['Personal'],Potentially
2014,US,722511,['misuse'],M - Payment card,['Payment'],Yes
2016,GB,445110,['physical'],T - ATM,['Payment'],Potentially
2019,BE,5241,['physical'],M - Unknown,['Personal'],Potentially
2012,MD,92,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2015,US,922,['misuse'],U - Desktop,"['Medical', 'Personal']",Yes
2013,IE,522110,['physical'],T - ATM,['Payment'],Yes
2016,US,621111,['hacking'],S - Web application,['Personal'],Potentially
2013,US,441110,['misuse'],S - Database,['Personal'],Potentially
2012,US,621111,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2014,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2013,JP,221122,['error'],M - Documents,['Personal'],Yes
2017,US,524114,"['hacking', 'social']",P - Unknown,"['Personal', 'Credentials']",Yes
2013,TR,000,['hacking'],S - Web application,[],
2015,US,621111,['hacking'],S - Web application,"['Credentials', 'Medical', 'Personal']",Yes
2011,US,541110,"['hacking', 'malware']",S - Unknown,['Credentials'],Yes
2018,US,451211,['hacking'],S - Web application,['Personal'],Yes
2012,US,31522,['error'],M - Flash drive,['Personal'],Yes
2018,Unknown,481111,"['error', 'hacking']",S - Web application,['Personal'],Potentially
2015,GB,813410,['hacking'],S - Web application,['Personal'],Potentially
2012,US,621999,['error'],M - Flash drive,['Medical'],Potentially
2013,CA,622110,['misuse'],S - Database,['Medical'],Yes
2014,GB,446110,"['error', 'misuse']",S - Database,['Medical'],Yes
2008,US,921,['error'],S - Web application,['Personal'],Potentially
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2010,US,621111,['physical'],M - Flash drive,['Medical'],Potentially
2013,US,611310,['malware'],S - Database,['Personal'],Potentially
2014,GB,522320,"['hacking', 'social']",S - DNS,[],
2017,US,923120,['malware'],S - Database,['Medical'],Potentially
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2013,US,92,['misuse'],S - Database,['Personal'],Yes
2012,US,813920,['hacking'],Unknown,['Unknown'],No
2010,US,923120,['physical'],U - Laptop,['Medical'],Potentially
2012,US,522292,['hacking'],S - Web application,"['Bank', 'Personal']",Yes
2012,US,813990,['misuse'],S - Database,"['Medical', 'Personal']",Yes
2015,US,620111,['error'],M - Flash drive,['Unknown'],Potentially
2016,US,622110,['error'],M - Documents,['Medical'],Yes
2017,US,522110,['physical'],T - ATM,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,561510,"['hacking', 'malware']",S - Web application,['Payment'],Yes
2016,US,621111,['error'],M - Documents,['Medical'],Yes
2018,US,524114,['hacking'],S - Web application,['Unknown'],Unknown
2019,US,621112,['physical'],S - Backup,['Medical'],Yes
2025,US,511130,['hacking'],S - Web application,['Unknown'],Yes
2013,US,926130,['hacking'],Unknown,"['Personal', 'Medical']",Yes
2018,UM,621210,"['misuse', 'social']",S - Database,"['Medical', 'Personal']",Yes
2012,US,621111,['physical'],T - ATM,['Payment'],Yes
2010,US,923140,['physical'],M - Documents,['Unknown'],Yes
2012,US,561621,['error'],U - Laptop,['Personal'],Potentially
2017,CA,923140,['hacking'],S - Database,['Medical'],Yes
2016,AU,923120,['error'],S - Web application,['Internal'],Yes
2004,US,92811,['misuse'],S - Database,['Other'],Yes
2013,US,519110,['hacking'],S - Database,['Credentials'],Yes
2011,US,923140,['misuse'],S - Database,['Unknown'],Yes
2013,US,622110,['misuse'],S - Mainframe,['Medical'],Yes
2020,CA,485999,['malware'],S - Unknown,['Unknown'],Potentially
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2019,US,518210,['hacking'],S - Web application,"['Credentials', 'Unknown']",Yes
2018,US,921110,"['hacking', 'malware', 'social']",P - End-user or employee,"['Personal', 'Credentials']",Yes
2021,GB,92,['hacking'],Unknown,"['Personal', 'Internal']",Yes
2011,US,000,['physical'],S - Database,['Medical'],Potentially
2013,ES,721110,['hacking'],S - Web application,['Payment'],Yes
2023,US,324110,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,621111,['malware'],S - Database,['Medical'],Potentially
2011,US,923140,['misuse'],S - Database,['Unknown'],Yes
2013,GB,92311,['hacking'],S - Web application,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2013,Unknown,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2015,US,622110,['physical'],M - Documents,['Medical'],Yes
2017,US,722515,['misuse'],P - Former employee,['Secrets'],Yes
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2019,CA,622210,"['hacking', 'malware', 'social']",S - Unknown,['Internal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2010,US,621210,['hacking'],S - Unknown,['Medical'],Yes
2013,US,113110,['hacking'],S - Database,['Payment'],Yes
2014,US,921150,['error'],U - Desktop,['Medical'],Yes
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2023,US,524130,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,511120,['hacking'],S - Unknown,"['Credentials', 'Personal']",Yes
2010,US,524113,['physical'],U - Laptop,['Medical'],Potentially
2008,US,62111,['misuse'],S - Database,"['Medical', 'Personal']",Yes
2021,US,921120,['physical'],M - Documents,['Unknown'],Yes
2015,US,623110,['physical'],M - Payment card,['Payment'],Yes
2010,US,611310,['error'],M - Documents,['Medical'],Potentially
2016,US,522110,['physical'],T - ATM,['Payment'],Yes
2013,US,622110,['physical'],U - Laptop,['Medical'],Potentially
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2013,US,515120,"['malware', 'social']",U - Desktop,[],
2013,GB,511110,"['hacking', 'social']",S - Web application,['Credentials'],Yes
2012,BH,000,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2011,US,621111,"['misuse', 'social']",S - Database,['Medical'],Yes
2012,US,922,['hacking'],S - Web application,['Personal'],Yes
2015,NZ,447110,"['misuse', 'physical']",M - Payment card,['Payment'],Yes
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2015,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2016,US,522110,['physical'],T - ATM,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2018,US,621111,['social'],S - Mail,"['Medical', 'Personal']",Potentially
2014,US,424990,['misuse'],Unknown,['Secrets'],Yes
2012,US,621498,['physical'],U - Desktop,['Medical'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2011,GB,622110,['error'],M - Documents,['Medical'],Yes
2018,AU,21,['error'],S - Database,['Personal'],Yes
2008,Unknown,000,['error'],M - Tapes,"['Bank', 'Payment', 'Personal']",Potentially
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2020,AU,517312,['hacking'],S - Web application,[],
2013,US,611310,['error'],S - Web application,['Personal'],Potentially
2014,US,922160,['unknown'],M - Documents,['Internal'],Yes
2017,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2016,US,621491,"['malware', 'social']",P - End-user or employee,"['Medical', 'Personal']",Yes
2013,US,923120,['error'],M - Tapes,['Personal'],Potentially
2011,US,923140,['error'],M - Documents,['Unknown'],Yes
2015,CA,923110,['error'],M - Disk drive,['Personal'],Potentially
2013,US,622110,['misuse'],N - Camera,"['Medical', 'Personal']",Yes
2016,GB,541512,['hacking'],S - Database,['Internal'],Yes
2011,US,611110,['error'],S - Database,['Personal'],Yes
2015,IE,522110,['unknown'],Unknown,['Internal'],Yes
2004,US,92811,['misuse'],S - Database,['Other'],Yes
2008,US,522110,"['misuse', 'social']",S - Database,['Bank'],Yes
2016,US,522390,"['misuse', 'social']",S - Database,['Personal'],Yes
2017,GB,92,['error'],S - Web application,['Credentials'],Yes
2012,US,923140,['misuse'],S - Mail,['Unknown'],Yes
2012,US,561450,['misuse'],S - Web application,['Personal'],Yes
2023,US,443142,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,US,611110,['hacking'],N - Broadband,[],
2011,US,923140,['error'],M - Documents,['Unknown'],Yes
2017,US,561613,"['hacking', 'misuse', 'physical']",T - ATM,['Credentials'],Yes
2023,US,522291,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2012,US,3399,['hacking'],S - Web application,"['Bank', 'Personal']",Yes
2014,US,92,['error'],U - Desktop,['Unknown'],Potentially
2020,US,51,['hacking'],S - Database,['Personal'],Yes
2014,US,622110,['physical'],U - Desktop,['Medical'],Potentially
2013,US,541511,['hacking'],S - Web application,[],
2014,US,8139,['physical'],U - Laptop,['Bank'],Potentially
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2011,GB,622110,['physical'],M - Documents,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,RU,928120,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2013,US,923140,['misuse'],S - Database,['Unknown'],Yes
2002,US,921,['hacking'],S - Database,['Personal'],Yes
2012,QA,928120,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2019,GB,621910,['malware'],S - Web application,[],
2013,MY,926110,['hacking'],S - Web application,"['Payment', 'Personal']",Potentially
2016,IE,622110,['error'],M - Documents,['Medical'],Yes
2013,GB,561499,['error'],N - PBX,[],
2014,US,622110,['misuse'],M - Documents,['Medical'],Yes
2013,GB,519130,['hacking'],S - Web application,[],
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2012,IR,928120,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2015,US,92,['error'],S - Web application,['Personal'],Yes
2019,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2015,US,334,['malware'],U - Telephone,['Credentials'],Yes
2015,US,923120,['misuse'],U - Desktop,['Personal'],Potentially
2017,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2015,US,339114,['error'],M - Documents,['Medical'],Yes
2014,Unknown,000,"['hacking', 'social']",P - Unknown,"['Medical', 'Internal']",Potentially
2013,AU,221118,['unknown'],S - Unknown,"['Personal', 'Internal']",Yes
2015,GB,921120,['error'],M - Documents,"['Bank', 'Personal']",Yes
2011,US,6113,['hacking'],S - Database,['Personal'],Potentially
2016,AU,622110,['error'],M - Documents,['Medical'],Yes
2014,US,622110,['misuse'],S - Database,['Personal'],Yes
2016,US,622110,['error'],M - Documents,['Personal'],Potentially
2010,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2019,IM,923120,['error'],M - Documents,['Personal'],Potentially
2013,US,000,['physical'],U - Laptop,['Personal'],Potentially
2016,US,811,['social'],P - Finance,['Personal'],Yes
2018,US,452111,['hacking'],S - Directory,['Personal'],Yes
2015,US,622110,['error'],S - Database,['Personal'],Yes
2013,US,621511,['physical'],U - Unknown,['Medical'],Potentially
2013,US,522110,['physical'],T - ATM,['Payment'],Yes
2015,US,928110,['misuse'],U - Unknown,['Internal'],Yes
2012,US,62,['misuse'],U - Desktop,"['Medical', 'Personal']",Yes
2015,US,621498,['error'],M - Documents,['Medical'],Yes
2020,ID,611000,['hacking'],S - Database,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,SG,611110,['hacking'],S - Web application,[],
2017,Unknown,92211,['physical'],U - Desktop,['Unknown'],Potentially
2016,US,446110,['error'],M - Documents,['Personal'],Yes
2018,US,624120,"['physical', 'social']",M - Payment card,['Bank'],Yes
2017,US,519190,['hacking'],S - Web application,['Credentials'],Yes
2013,US,621111,['misuse'],S - Database,['Medical'],Yes
2014,US,622110,['hacking'],S - Mail,"['Personal', 'Internal']",Yes
2014,DE,541511,['hacking'],S - Web application,['Personal'],Yes
2011,CH,523930,['misuse'],S - Database,"['Bank', 'Personal']",Yes
2011,US,541990,['error'],S - Unknown,['Medical'],Yes
2012,US,6117,['hacking'],S - Web application,['Personal'],Yes
2014,US,511210,['hacking'],S - Web application,[],
2011,US,923140,['unknown'],M - Documents,['Medical'],Potentially
2013,US,92314,['error'],M - Documents,"['Medical', 'Personal']",Yes
2010,US,491110,['physical'],P - Unknown,"['Unknown', 'Other']",Yes
2012,US,813410,['physical'],U - Laptop,['Personal'],Potentially
2015,IT,511210,['hacking'],S - Unknown,"['Source code', 'Internal']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,424690,['misuse'],U - Desktop,['Secrets'],Yes
2013,IN,611310,['hacking'],S - Web application,"['Credentials', 'Personal']",Yes
2012,GB,711219,['error'],M - Disk media,"['Medical', 'Personal']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,524114,['unknown'],M - Documents,['Medical'],Potentially
2018,US,519130,['error'],S - Database,['Personal'],Yes
2013,JP,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2013,TH,517110,['physical'],S - Unknown,[],
2019,US,722110,"['error', 'hacking']",S - Web application,['Personal'],Yes
2014,US,622110,['error'],M - Documents,['Medical'],Yes
2014,US,621610,['misuse'],M - Payment card,['Payment'],Yes
2017,US,621,"['misuse', 'physical']",M - Documents,"['Personal', 'Payment', 'Medical']",Yes
2014,US,611310,['hacking'],S - Web application,[],
2011,US,621111,"['error', 'physical']",U - Desktop,['Medical'],Potentially
2020,US,62161,"['hacking', 'social']",P - End-user or employee,"['Medical', 'Credentials']",Yes
2010,US,622110,['error'],M - Documents,['Medical'],Potentially
2013,US,452112,['physical'],M - Disk drive,"['Medical', 'Personal']",Potentially
2021,US,221310,['hacking'],S - ICS,['Credentials'],Yes
2013,US,524113,['error'],U - Desktop,['Personal'],Yes
2005,CA,621491,['misuse'],S - Unknown,['Medical'],Yes
2015,NZ,923120,['error'],U - Desktop,['Medical'],Yes
2012,SA,21111,['malware'],U - Desktop,[],
2013,US,522110,['error'],S - Unknown,['Internal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,621999,['physical'],U - Tablet,"['Medical', 'Personal']",Potentially
2015,US,5415,['hacking'],S - Database,['Credentials'],Yes
2016,US,445120,['physical'],T - ATM,['Payment'],Yes
2013,KE,518210,['hacking'],S - DNS,[],
2013,PT,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2014,US,621111,['physical'],M - Documents,['Medical'],Yes
2018,US,611310,['social'],S - Mail,['Medical'],Yes
2013,US,922120,['misuse'],Unknown,['Internal'],Yes
2016,US,624190,['malware'],S - Database,['Medical'],Potentially
2012,BR,518,['hacking'],S - Web application,['Credentials'],Yes
2015,TH,928120,['hacking'],S - Database,"['Credentials', 'Internal']",Yes
2015,GB,622110,['error'],P - Unknown,['Medical'],Yes
2012,US,923120,['error'],M - Documents,['Personal'],Yes
2016,GB,611310,['hacking'],S - Database,['Personal'],Yes
2013,US,921130,['error'],S - Web application,['Personal'],Yes
2023,US,524,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,ZA,71211,['misuse'],M - Documents,['Internal'],Yes
2015,US,711130,['misuse'],M - Documents,"['Bank', 'Payment', 'Personal']",Yes
